"Title","ID","Created Date","Updated Date","Owner","performanceFeature","index"
"Pairs with DS15 or F215 MkII","cb0b3c5e-a81a-41ff-abd4-362f80dd42f3",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","9db95679-8e38-4d67-b83f-af26c80e987d",6
"Optional robust wheels","cb2ff32a-ad4f-4dc3-8b3b-efc154d19a24",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","ff5a364c-0e4a-4cb5-92d7-f3df5914c893",7
"Ultra-compact enclosure","cc2e08df-1fd3-4fd5-9525-ca491796fe19",2024-04-02T17:34:35Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","aeecfece-9dc7-4ce4-88f3-3cc45ccab8aa",7
"Naturally even frequency response","cc753fc5-85af-4540-8264-0eac5985c98e",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","029c332f-ac11-48f4-b4f7-8f10789b4533",6
"Optional wheelboard and foam-backed steel grilel for discreet appearance","cc7b2b8f-e1d3-4de8-b976-29e0dd465629",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","d5828231-7903-49dc-a66b-336be43c982a",5
"Includes a curved stainless steel grill","cd0ec415-6ad1-4798-84f1-a1c3fe591f2b",2024-04-02T17:34:35Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","4f502ccf-f30a-4d1b-9685-4918489fb391",7
"Integral handles","cdd2fdf7-40a3-4016-b632-91830ea2136a",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","faa6cf54-5225-46eb-9884-e35147d1d8a0",7
"Fitted with M10 flypoints","ceec6cbd-7aae-4d49-8f47-df01c3d6a981",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","53864004-4a41-49fa-bc1f-ef71d7e3fd63",6
"Bespoke high sensitivity 8” bass driver","d02b8e99-dac4-4c7c-aff7-3cbb443e05c1",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","634cc833-e3b8-4efa-86e7-6479244bedfa",3
"Fitted with M10 flypoints","d13375bb-33f2-4207-99cc-a1e0b77ec9f8",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","4e42a04d-0033-43c2-8c2c-b44c30442a4d",6
"Wide bandwidth","d1d98650-b0bf-4f12-9ff5-3b9c7d7ef894",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","5a7dda88-3e1e-42ae-9b1c-2e728f050374",3
"Constructed 18mm birch plywood","d2997a90-4a69-4fc4-b43f-709078205e11",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","9db95679-8e38-4d67-b83f-af26c80e987d",7
"Integral 35mm pole mount","d326ac00-fe67-4f5c-b85a-5f8022d23f2c",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","05fd1a86-406a-4230-9fdc-6693e2b17fc7",7
"Wide bandwidth Funktion-One midrange (280Hz - 5kHz)","d431f3f4-d57e-4715-a67d-bb3171246b2e",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","5598292f-89e0-4f16-9cd0-20f994e78402",8
"Weather resistant, IP55 version available","d4fd81d1-50ca-488c-920b-018f9a87c899",2024-04-02T17:34:35Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","26a9ed9d-e93f-4550-a950-ae147f1027df",8
"Optional Wheelboard and scrim for discreet appearance","d5047218-e478-4bc1-84f7-7a961a7e2a80",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","53864004-4a41-49fa-bc1f-ef71d7e3fd63",7
"Integral handles","d5353bc0-a2a0-43a9-8864-f9ac378122b0",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","291c265f-26ee-43e7-ab8c-8ee043f74ca2",5
"Additional metalwork available to fly coherent clusters","d573b565-9f0c-4c1f-8f2a-6b657dae4f08",2024-04-02T17:34:35Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","ef6f25ae-9f89-4d11-b721-35c398242366",5
"Horn loaded for high efficiency","d5d3cfa7-bedd-4689-9029-9e3561084dec",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","6db53c8a-4923-443f-8590-0b51538cf70f",5
"Low weight Neodymium magnets throughout","d6c627d4-dee1-4da5-a45f-756c9cd8f4ed",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","d5828231-7903-49dc-a66b-336be43c982a",6
"Funktion-One designed weather resistant driver","d6c75402-b4ae-444f-a650-f53b1ece7de7",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","5ddd4291-a46a-4e46-92dc-282995149447",6
"Funktion-One designed Neodymium drivers","d7c339a5-9f8f-4084-857b-83536c9d3e8d",2024-04-02T17:34:36Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","ab0662af-e3f6-4021-a68b-ef64eed1879c",4
"Optional wheelboard and foam-backed steel grille for discreet appearance","d805c4bf-10f6-4ef8-ada6-644d0c7a1b35",2024-04-02T17:34:37Z,2024-06-07T12:29:14Z,"9a64f577-0ddb-46e6-86f2-3d30f8940777","d6d8c1af-2148-4d9d-9e97-d6d4b657174b",5
